chr1	120000	297968
chr1	585988	744620
chr1	744620	1344620
chr1	1344620	1788561
chr1	1788561	1948561
chr1	1948561	2188561
chr1	2188561	2428561
chr1	2428561	2702781
chr1	2767673	3443436
chr1	3443436	3923436
chr1	3923436	3928704
chr1	3935209	5459940
chr1	5459940	5899940
chr1	5899940	6499940
chr1	6499940	6739940
chr1	6739940	7659940
chr1	7659940	7979940
chr1	7979940	8379940
chr1	8379940	8899941
chr1	8899941	9259941
chr1	9259941	9579942
chr1	9579942	10499943
chr1	10499943	10979943
chr1	10979943	11299943
chr1	11299943	11659943
chr1	11779943	12019943
chr1	12019943	12299943
chr1	12299943	13331514
chr1	13060000	13251932
chr1	13433526	13873505
chr1	13873505	14033505
chr1	14033505	15113504
chr1	15113504	15513505
chr1	15513505	15793505
chr1	15793505	16033505
chr1	16033505	16553505
chr1	16553505	16873505
chr1	16564748	149554116
chr1	16873505	17393504
chr1	17393504	17673505
chr1	17673505	18593506
chr1	18593506	18873506
chr1	18873506	19353506
chr1	19353506	19673507
chr1	19673507	19873507
chr1	19873507	20233507
chr1	20233507	20513507
chr1	20673507	21233507
chr1	21233507	21673507
chr1	21673507	22033507
chr1	22033507	22673507
chr1	22673507	22953507
chr1	22953507	23273507
chr1	23273507	23473507
chr1	23473507	23753510
chr1	23753510	24033510
chr1	24033510	24633509
chr1	24633509	24913509
chr1	24913509	25233509
chr1	25233509	25833509
chr1	25833509	26073509
chr1	26073509	26473509
chr1	26473509	26953509
chr1	26953509	27393496
chr1	27393496	27793489
chr1	27793489	28033489
chr1	28033489	28273489
chr1	28273489	28673488
chr1	28673488	29273488
chr1	29273488	29551570
chr1	29555235	30687153
chr1	30687153	31127153
chr1	31127153	31407153
chr1	31407153	31614399
chr1	31614399	31814399
chr1	31814399	32094399
chr1	32094399	32454399
chr1	32454399	32894399
chr1	32894399	33134399
chr1	33134399	33654400
chr1	33654400	34774399
chr1	34774399	35414399
chr1	35414399	35814399
chr1	35814399	36094399
chr1	36094399	36534399
chr1	36534399	37454399
chr1	37454399	37814328
chr1	37814328	38054328
chr1	38054328	38854328
chr1	38854328	39094328
chr1	39094328	39574328
chr1	39574328	39774328
chr1	39774328	40094328
chr1	40094328	40454328
chr1	40574328	41014328
chr1	41014328	41254328
chr1	41254328	41534329
chr1	41534329	42174329
chr1	42174329	42814329
chr1	42814329	43174329
chr1	43174329	43494329
chr1	43494329	43734329
chr1	43734329	44094328
chr1	44094328	44654328
chr1	44654328	45014328
chr1	45014328	45334328
chr1	45334328	45614328
chr1	45614328	46014328
chr1	46014328	46254328
chr1	46414328	46774328
chr1	46774328	47174328
chr1	47174328	47454328
chr1	47454328	47774328
chr1	47774328	48014328
chr1	48014328	48294328
chr1	48294328	48534328
chr1	48534328	48934328
chr1	48934328	50094328
chr1	50094328	50374328
chr1	50374328	50734328
chr1	50734328	51214328
chr1	51214328	51574328
chr1	51574328	51854328
chr1	51854328	52094328
chr1	52094328	52374328
chr1	52374328	52734328
chr1	52734328	53214328
chr1	53214328	53494327
chr1	53494327	53774327
chr1	53774327	54094327
chr1	54094327	54534327
chr1	54534327	54894327
chr1	54894327	55054327
chr1	55054327	55374327
chr1	55374327	55894327
chr1	55563837	248825801
chr1	55894327	56654327
chr1	56654327	56854327
chr1	56854327	57334328
chr1	57334328	58014328
chr1	58014328	58494328
chr1	58494328	58734328
chr1	58734328	59814328
chr1	59814328	60814328
chr1	60814328	61494328
chr1	61654328	61894328
chr1	61894328	62174328
chr1	62174328	62454329
chr1	62454329	62854329
chr1	62854329	63334329
chr1	63334329	63614329
chr1	63614329	64294317
chr1	64294317	64814317
chr1	64814317	65094317
chr1	65094317	65254317
chr1	65254317	65734317
chr1	65734317	65974317
chr1	65974317	66254317
chr1	66254317	66494317
chr1	66494317	66774317
chr1	66774317	67214317
chr1	67214317	67534317
chr1	67534317	67854317
chr1	67854317	68094317
chr1	68094317	68494317
chr1	68494317	69254317
chr1	69254317	69774317
chr1	70134317	70534317
chr1	70534317	71094317
chr1	71094317	71534317
chr1	71534317	72134317
chr1	72134317	72614317
chr1	73734317	74054316
chr1	74054316	74494316
chr1	74494316	74774316
chr1	74774316	75254315
chr1	75254315	75694315
chr1	75694315	75854315
chr1	75854315	76174315
chr1	76174315	76854315
chr1	76854315	77134315
chr1	77134315	77534315
chr1	77534315	77934315
chr1	77934315	78174316
chr1	78174316	78614315
chr1	78614315	78814315
chr1	78814315	79294315
chr1	79294315	79894315
chr1	80254315	80854315
chr1	81414315	81814315
chr1	82014316	82414317
chr1	82974317	83294317
chr1	83294317	83894317
chr1	83894317	84174317
chr1	84174317	84454317
chr1	84454317	84774317
chr1	84774317	84934317
chr1	84934317	85294317
chr1	85294317	85574317
chr1	85574317	86134317
chr1	86334317	86734317
chr1	86734317	87134317
chr1	87134317	87334317
chr1	87334317	88054317
chr1	88054317	88654317
chr1	88654317	88974317
chr1	88974317	89494441
chr1	89494441	89814441
chr1	89814441	90054442
chr1	90054442	90654443
chr1	90654443	90854443
chr1	90854443	91214443
chr1	91214443	91494443
chr1	91494443	91974443
chr1	91974443	92294443
chr1	92294443	92814443
chr1	92814443	93094443
chr1	93094443	93374443
chr1	93374443	93934444
chr1	93934444	94454444
chr1	94454444	94854444
chr1	94854444	95094444
chr1	95094444	95294444
chr1	95294444	96254444
chr1	96254444	96694444
chr1	96694444	96894444
chr1	96894444	97574444
chr1	97574444	98054444
chr1	98054444	98774444
chr1	98774444	99174444
chr1	99174444	99494444
chr1	99494444	99734444
chr1	99734444	100174444
chr1	100174444	100494444
chr1	100494444	100894444
chr1	100894444	101294444
chr1	101294444	101534444
chr1	101534444	101814444
chr1	101814444	102174444
chr1	102174444	102454444
chr1	102454444	102974444
chr1	102974444	103437110
chr1	103457378	103657378
chr1	103737378	104257378
chr1	104657378	105097378
chr1	105097378	105977378
chr1	105977378	106617378
chr1	106617378	106857378
chr1	106857378	107177378
chr1	107177378	107577378
chr1	107577378	107777378
chr1	107777378	108297378
chr1	108297378	108417378
chr1	108457378	108697378
chr1	108697378	109217378
chr1	109217378	109497378
chr1	109497378	110057378
chr1	110057378	110537378
chr1	110537378	110857378
chr1	110857378	111017378
chr1	111017378	111457378
chr1	111457378	111817378
chr1	111817378	112377378
chr1	112377378	112737378
chr1	112737378	113137378
chr1	113137378	113697378
chr1	113697378	114017378
chr1	114017378	114337378
chr1	114337378	114657379
chr1	114657379	114857379
chr1	114857379	115177379
chr1	115177379	115577379
chr1	115577379	115817379
chr1	115817379	116097379
chr1	116097379	116537378
chr1	116537378	117137378
chr1	117137378	117537378
chr1	117537378	118017377
chr1	118017377	118777377
chr1	118777377	119057377
chr1	119057377	119537377
chr1	119537377	119817377
chr1	119817377	148754279
chr1	120133383	149503271
chr1	120175833	149076888
chr1	120286658	149200280
chr1	120448418	149488296
chr1	120823893	149528958
chr1	120873782	149492631
chr1	120949804	150267600
chr1	121005701	143965075
chr1	121105670	144044775
chr1	121344829	121658202
chr1	143306822	144643621
chr1	145325801	149545981
chr1	145475938	148407847
chr1	145601945	145795076
chr1	147488249	147687875
chr1	147687875	148007768
chr1	150267600	150547524
chr1	150547524	151027524
chr1	151027524	151307524
chr1	151307524	151467524
chr1	151467524	151867524
chr1	151867524	152067524
chr1	152067524	152507524
chr1	152507524	153227524
chr1	153227524	153627524
chr1	153627524	154027524
chr1	154027524	154347524
chr1	154347524	154587524
chr1	154587524	154947524
chr1	155230209	155630209
chr1	155630209	156070209
chr1	156070209	156350209
chr1	156350209	156670208
chr1	156670208	156950208
chr1	156950208	157190210
chr1	157190210	157550210
chr1	157550210	157950210
chr1	157950210	158190210
chr1	158190210	158470210
chr1	158470210	159110210
chr1	159270210	159750210
chr1	159750210	160070210
chr1	160070210	160390210
chr1	160390210	160670210
chr1	160670210	161030210
chr1	161030210	161190210
chr1	161190210	161430210
chr1	161430210	161790210
chr1	161790210	162070210
chr1	162070210	162470210
chr1	162470210	162870210
chr1	162870210	163390210
chr1	163390210	164590763
chr1	164590763	164830763
chr1	164830763	165110763
chr1	165110763	165350763
chr1	165350763	165630763
chr1	165630763	165950763
chr1	165950763	166510763
chr1	166510763	166830763
chr1	166830763	167190763
chr1	167190763	167590763
chr1	167590763	167750763
chr1	167750763	168150762
chr1	168150762	168350762
chr1	168350762	168630762
chr1	168630762	169150762
chr1	169150762	169390762
chr1	169390762	169830859
chr1	169830859	170710859
chr1	170710859	170950859
chr1	170950859	171470861
chr1	171470861	171790860
chr1	171790860	172030860
chr1	172030860	172470860
chr1	172470860	172750860
chr1	172750860	173190861
chr1	173190861	173470861
chr1	173470861	173750861
chr1	173750861	174030862
chr1	174030862	174270862
chr1	174270862	174750862
chr1	174750862	175030864
chr1	175030864	175390864
chr1	175390864	175910864
chr1	175910864	176350864
chr1	176350864	176910864
chr1	176910864	177270864
chr1	177270864	177990865
chr1	177990865	178310865
chr1	178310865	178550865
chr1	178550865	178790865
chr1	178790865	179030865
chr1	179030865	179430865
chr1	179430865	179670865
chr1	179670865	179870865
chr1	179870865	180230865
chr1	180230865	180510865
chr1	180510865	180870864
chr1	180870864	181190864
chr1	181190864	181470864
chr1	181470864	181710864
chr1	181710864	182070865
chr1	182070865	182430865
chr1	182430865	182830865
chr1	182830865	183470865
chr1	183470865	183670865
chr1	183670865	183990866
chr1	183990866	184750866
chr1	184750866	185030868
chr1	185030868	185230868
chr1	185230868	185750868
chr1	185750868	186310868
chr1	186430868	187030868
chr1	187030868	187470868
chr1	187910869	188790869
chr1	189670870	189910870
chr1	190510870	190950870
chr1	190950870	191430870
chr1	191430870	191830870
chr1	192470870	192710870
chr1	192710870	193030870
chr1	193030870	193390870
chr1	193390870	193710870
chr1	193910870	194350870
chr1	194350870	194990870
chr1	194990870	195470870
chr1	196070870	196390870
chr1	196390870	196710870
chr1	196710870	197070870
chr1	197070870	197510870
chr1	197510870	197950870
chr1	198110870	198470870
chr1	198470870	198750871
chr1	198750871	199310872
chr1	199310872	199590872
chr1	199590872	200550872
chr1	200550872	200870872
chr1	200870872	201190872
chr1	201190872	201430872
chr1	201430872	201830872
chr1	201830872	202190872
chr1	202190872	202390872
chr1	202390872	202750872
chr1	202750872	203030872
chr1	203030872	203270872
chr1	203270872	203510872
chr1	203510872	203910872
chr1	203910872	204390872
chr1	204390872	204590872
chr1	204590872	204870872
chr1	204870872	205953579
chr1	206009146	206261351
chr1	206308877	206706655
chr1	206706655	207066655
chr1	207066655	207546655
chr1	207546655	207786655
chr1	207786655	208026655
chr1	208026655	208346655
chr1	208346655	208666655
chr1	208666655	209266655
chr1	209266655	209546655
chr1	209546655	209866655
chr1	209866655	210106655
chr1	210106655	210426656
chr1	210426656	211226658
chr1	211226658	211706658
chr1	211706658	212066658
chr1	212066658	212466658
chr1	212466658	213106658
chr1	213106658	214146657
chr1	214146657	214666657
chr1	214666657	215186657
chr1	215186657	215666658
chr1	215666658	216266658
chr1	216266658	216746658
chr1	216866658	217386658
chr1	217386658	217746658
chr1	217746658	218266658
chr1	218266658	218626658
chr1	218626658	218986658
chr1	218986658	219626658
chr1	219626658	219946658
chr1	219946658	220306658
chr1	220306658	220826658
chr1	220826658	221266658
chr1	221266658	221466658
chr1	221466658	222186658
chr1	222186658	222466658
chr1	222466658	222786658
chr1	222786658	223106658
chr1	223106658	223506658
chr1	223506658	223732298
chr1	223732298	224092298
chr1	224092298	224532298
chr1	224532298	224972298
chr1	224972298	225372298
chr1	225372298	225972300
chr1	225972300	226452299
chr1	226452299	226612299
chr1	226612299	226892299
chr1	226892299	227492299
chr1	227492299	227772299
chr1	227772299	228012299
chr1	228012299	228212299
chr1	228212299	228664253
chr1	228664253	229264253
chr1	229264253	229544253
chr1	229664253	230344254
chr1	230344254	230624254
chr1	230624254	230864254
chr1	230864254	231264254
chr1	231264254	231664254
chr1	231664254	232664254
chr1	232664254	233344254
chr1	233344254	233824254
chr1	233824254	234104254
chr1	234104254	234384254
chr1	234504254	235056464
chr1	235078897	235516702
chr1	235516702	236116700
chr1	236116700	236636700
chr1	236636700	236956700
chr1	236956700	237636700
chr1	237836700	238276700
chr1	238276700	238996700
chr1	239316700	239956700
chr1	239956700	240196700
chr1	240196700	240716700
chr1	240716700	240996700
chr1	240996700	241516700
chr1	241516700	242036698
chr1	242036698	242436698
chr1	242436698	243076698
